userId,itemId,rating
225,62,5.0
225,74,4.0
225,95,5.0
225,110,4.0
225,135,3.0
225,141,5.0
225,150,4.0
225,153,4.0
225,161,5.0
225,165,5.0
225,173,3.0
225,185,5.0
225,204,4.0
225,225,5.0
225,231,1.0
225,236,4.0
225,237,3.0
225,252,3.0
225,260,5.0
225,292,5.0
225,296,3.0
225,300,4.0
225,316,5.0
225,317,4.0
225,318,5.0
225,329,5.0
225,339,5.0
225,344,2.0
225,349,4.0
225,350,5.0
225,364,4.0
225,377,5.0
225,380,5.0
225,410,3.0
225,440,5.0
225,442,4.0
225,457,5.0
225,480,5.0
225,500,4.0
225,508,5.0
225,527,5.0
225,539,5.0
225,587,4.0
225,588,3.0
225,590,3.0
225,592,3.0
225,593,4.0
225,595,3.0
225,597,4.0
225,648,5.0
225,780,5.0
225,783,4.0
225,786,5.0
225,802,4.0
225,1479,5.0
225,1485,4.0
250,3,4.0
250,5,3.0
250,11,4.0
250,110,4.0
250,141,5.0
250,150,3.0
250,218,4.0
250,260,5.0
250,276,3.0
250,318,3.0
250,333,4.0
250,349,4.0
250,377,4.0
250,380,3.0
250,440,4.0
250,454,4.0
250,466,3.0
250,500,3.0
250,524,4.0
250,539,4.0
250,586,5.0
250,587,4.0
250,588,5.0
250,590,4.0
250,592,4.0
250,597,4.0
250,858,4.0
250,912,4.0
250,953,5.0
250,1073,4.0
250,1092,4.0
250,1125,4.0
250,1265,3.0
250,1387,5.0
250,1393,4.0
250,1396,4.0
250,1680,3.0
250,1682,5.0
250,1777,4.0
250,1923,4.0
250,1954,5.0
250,1956,3.0
250,2011,4.0
250,2028,5.0
250,2054,4.0
250,2064,4.0
250,2082,4.0
250,2108,3.0
250,2115,1.0
250,2133,4.0
250,2302,4.0
250,2324,4.0
250,2335,4.0
250,2470,5.0
250,2699,4.0
250,2762,5.0
250,2791,4.0
250,3033,4.0
250,3418,5.0
250,4034,5.0
250,4558,4.0
285,1254,5.0
285,1883,4.0
285,2028,5.0
285,3683,4.0
285,4226,3.0
326,17,5.0
326,223,2.0
326,364,3.0
326,838,4.0
326,912,4.0
326,1408,5.0
326,2020,5.0
326,2433,4.0
326,3101,3.0
335,588,5.0
335,1259,5.0
335,1265,5.0
335,1278,5.0
335,1285,4.0
335,1968,5.0
335,2000,5.0
335,2269,5.0
335,2321,5.0
335,2791,5.0
335,3052,3.0
335,3114,5.0
335,3178,5.0
335,3396,4.0
335,4734,4.0
360,110,4.5
360,260,4.0
360,296,4.5
360,318,4.5
360,364,4.0
360,593,4.0
360,608,4.5
360,1089,4.5
360,1265,4.0
360,1682,4.5
360,2011,4.5
360,2959,4.5
360,4011,4.5
360,4226,4.5
360,58559,4.5
402,1961,5.0
411,70,5.0
411,110,5.0
411,551,4.0
411,1259,5.0
411,1580,4.0
411,1961,5.0
411,2088,3.0
411,2291,3.0
411,2791,5.0
467,110,5.0
467,608,4.0
467,3101,4.0
585,122,3.0
585,150,1.0
585,153,5.0
585,165,5.0
585,173,5.0
585,231,4.0
585,235,5.0
585,316,2.0
585,329,5.0
585,344,4.0
585,349,4.0
585,380,5.0
585,410,4.0
585,427,2.0
585,431,5.0
585,434,3.0
585,588,4.0
585,592,4.0
671,260,4.5
671,858,5.0
671,58559,4.5
750,168,3.5
750,172,3.5
750,653,4.0
750,780,3.5
750,1485,4.0
750,1580,5.0
750,1584,4.5
750,1653,4.5
750,1690,4.5
750,2115,5.0
750,2617,4.5
750,2791,2.5
750,4886,5.0
750,8371,4.0
783,303,4.0
783,306,2.0
783,327,4.0
783,1590,3.5
783,2108,4.5
783,2289,3.5
783,2300,4.0
783,2371,4.0
865,88,3.5
865,216,5.0
865,441,5.0
865,524,4.0
865,531,3.5
865,837,5.0
865,2722,2.5
871,6,3.0
871,17,3.0
871,21,4.0
871,101,3.0
871,111,4.0
871,112,4.0
871,223,5.0
871,224,3.0
871,231,4.0
871,232,4.0
871,235,4.0
871,246,4.0
871,260,3.0
871,265,4.0
871,281,3.0
871,293,3.0
871,296,5.0
871,342,4.0
871,348,4.0
871,431,4.0
871,441,4.0
871,471,2.0
871,480,2.0
871,497,4.0
871,527,5.0
871,532,3.0
871,535,3.0
871,541,4.0
871,562,5.0
871,592,4.0
871,593,5.0
871,608,5.0
871,708,3.0
871,714,3.0
871,778,4.0
871,788,3.0
871,800,5.0
871,858,5.0
871,866,3.0
871,903,5.0
871,913,4.0
871,919,4.0
871,923,5.0
871,1089,5.0
871,1090,3.0
871,1124,3.0
871,1213,5.0
871,1246,2.0
871,1248,4.0
871,1249,3.0
871,1252,5.0
871,1259,4.0
871,1266,5.0
871,1285,4.0
871,1387,3.0
871,1394,4.0
871,1396,2.0
871,1485,4.0
871,1580,4.0
871,1589,4.0
871,1641,4.0
871,1721,1.0
871,1732,2.0
871,1777,3.0
871,1885,3.0
871,1912,4.0
871,1923,5.0
871,1957,5.0
871,1961,3.0
871,1965,3.0
871,1968,4.0
871,1994,3.0
871,2000,3.0
871,2002,4.0
871,2011,2.0
871,2020,4.0
871,2023,3.0
871,2064,5.0
871,2100,3.0
871,2108,3.0
871,2118,3.0
871,2144,3.0
871,2186,4.0
871,2289,5.0
871,2302,3.0
871,2371,4.0
871,2395,4.0
871,2455,3.0
871,2463,3.0
871,2470,4.0
871,2502,4.0
871,2890,4.0
871,2926,4.0
871,2959,3.0
871,2973,5.0
871,2990,4.0
871,3019,5.0
871,3033,2.0
871,3060,5.0
871,3072,3.0
871,3101,4.0
871,3104,4.0
871,3168,3.0
871,3210,5.0
871,3418,5.0
871,3526,3.0
871,3543,4.0
871,3681,5.0
871,3683,4.0
871,4226,4.5
871,4641,4.5
871,5060,3.0
871,5902,3.5
871,6003,3.5
871,8665,2.0
917,216,3.5
917,585,1.0
917,765,4.0
917,1644,1.5
917,1680,4.0
917,2134,3.5
917,2302,3.5
917,2770,3.5
923,4886,4.5
984,16,4.0
984,19,3.0
984,22,2.0
984,25,5.0
984,70,4.0
984,95,3.0
984,110,5.0
984,112,5.0
984,147,5.0
984,150,5.0
984,153,5.0
984,158,3.0
984,160,3.0
984,161,4.0
984,162,5.0
984,163,4.0
984,164,4.0
984,165,4.0
984,170,4.0
984,172,3.0
984,173,3.0
984,175,4.0
984,180,3.0
984,185,4.0
984,196,3.0
984,198,4.0
984,215,4.0
984,218,4.0
984,222,4.0
984,223,5.0
984,224,4.0
984,231,1.0
984,232,4.0
984,233,3.0
984,235,5.0
984,237,3.0
984,247,5.0
984,253,4.0
984,261,4.0
984,265,5.0
984,266,4.0
984,273,4.0
984,276,3.0
984,281,4.0
984,288,4.0
984,292,4.0
984,293,5.0
984,296,5.0
984,303,4.0
984,314,4.0
984,316,4.0
984,317,3.0
984,318,5.0
984,319,4.0
984,327,4.0
984,329,4.0
984,337,4.0
984,339,4.0
984,344,4.0
984,348,4.0
984,349,3.0
984,380,4.0
984,410,4.0
984,427,3.0
984,434,4.0
984,468,3.0
984,588,5.0
984,590,4.0
984,592,5.0
984,595,5.0
984,608,5.0
1010,3,2.0
1010,6,3.0
1010,12,3.0
1010,14,3.0
1010,16,3.0
1010,17,3.0
1010,19,3.0
1010,20,3.0
1010,21,3.0
1010,22,1.0
1010,24,2.0
1010,25,3.0
1010,62,4.0
1010,70,3.0
1010,76,3.0
1010,79,3.0
1010,88,3.0
1010,89,3.0
1010,95,4.0
1010,104,1.0
1010,110,4.0
1010,135,3.0
1010,140,2.0
1010,141,1.0
1010,144,3.0
1010,145,3.0
1010,147,3.0
1010,150,3.0
1010,153,3.0
1010,160,1.0
1010,161,3.0
1010,163,3.0
1010,165,4.0
1010,168,1.0
1010,172,1.0
1010,173,2.0
1010,180,4.0
1010,186,3.0
1010,196,3.0
1010,198,4.0
1010,204,3.0
1010,216,3.0
1010,222,1.0
1010,223,3.0
1010,224,3.0
1010,225,2.0
1010,227,3.0
1010,231,3.0
1010,235,4.0
1010,252,2.0
1010,253,3.0
1010,256,1.0
1010,257,3.0
1010,260,5.0
1010,266,4.0
1010,276,2.0
1010,280,3.0
1010,288,1.0
1010,292,2.0
1010,293,2.0
1010,296,3.0
1010,303,2.0
1010,315,1.0
1010,316,3.0
1010,318,3.0
1010,333,3.0
1010,338,2.0
1010,344,3.0
1010,348,3.0
1010,349,4.0
1010,350,2.0
1010,364,2.0
1010,377,3.0
1010,379,2.0
1010,380,4.0
1010,383,2.0
1010,405,3.0
1010,434,1.0
1010,440,3.0
1010,442,2.0
1010,454,3.0
1010,457,3.0
1010,466,3.0
1010,471,3.0
1010,480,3.0
1010,481,3.0
1010,494,3.0
1010,500,3.0
1010,524,3.0
1010,527,4.0
1010,533,3.0
1010,539,2.0
1010,540,2.0
1010,541,3.0
1010,550,1.0
1010,551,3.0
1010,552,3.0
1010,553,4.0
1010,586,3.0
1010,587,1.0
1010,590,4.0
1010,592,4.0
1010,593,4.0
1010,595,3.0
1010,597,1.0
1010,608,5.0
1010,628,2.0
1010,648,2.0
1010,653,3.0
1010,708,3.0
1010,762,2.0
1010,780,2.0
1010,783,3.0
1010,784,3.0
1010,786,3.0
1010,788,3.0
1010,802,3.0
1010,839,1.0
1010,849,4.0
1010,858,4.0
1010,880,4.0
1010,1023,3.0
1010,1059,4.0
1010,1073,4.0
1010,1088,1.0
1010,1089,3.0
1010,1090,3.0
1010,1091,3.0
1010,1092,3.0
1010,1093,3.0
1010,1124,4.0
1010,1125,4.0
1010,1127,3.0
1010,1245,5.0
1010,1246,3.0
1010,1247,3.0
1010,1250,5.0
1010,1252,5.0
1010,1257,4.0
1010,1259,3.0
1010,1262,4.0
1010,1265,3.0
1010,1266,5.0
1010,1272,3.0
1010,1278,5.0
1010,1285,3.0
1010,1370,3.0
1010,1371,3.0
1010,1374,3.0
1010,1375,3.0
1010,1377,3.0
1010,1378,3.0
1010,1380,2.0
1010,1381,2.0
1010,1387,5.0
1010,1393,3.0
1010,1394,4.0
1010,1396,3.0
1010,1408,4.0
1010,1441,3.0
1010,2019,3.0
1047,6,4.0
1047,19,2.0
1047,70,3.5
1047,110,4.0
1047,111,4.5
1047,165,3.0
1047,172,3.5
1047,185,2.0
1047,231,2.5
1047,260,4.0
1047,288,3.5
1047,293,4.5
1047,296,4.5
1047,316,3.5
1047,318,4.5
1047,329,4.0
1047,344,3.5
1047,364,3.5
1047,377,2.5
1047,380,3.0
1047,440,3.5
1047,442,3.5
1047,457,3.0
1047,466,3.0
1047,480,3.0
1047,509,3.5
1047,527,4.0
1047,541,4.5
1047,586,2.5
1047,588,2.5
1047,590,3.5
1047,593,4.0
1047,597,3.0
1047,648,3.5
1047,750,5.0
1047,778,4.0
1047,780,3.5
1047,786,2.5
1047,924,2.5
1047,1089,4.0
1047,1090,4.0
1047,1213,4.5
1047,1246,3.5
1047,1249,3.5
1047,1367,2.0
1047,1370,3.0
1047,1371,4.0
1047,1372,4.0
1047,1373,3.5
1047,1374,4.5
1047,1375,3.5
1047,1376,3.5
1047,1391,2.0
1047,1544,3.5
1047,1573,1.5
1047,1580,3.0
1047,1584,4.0
1047,1610,4.0
1047,1641,3.0
1047,1676,4.5
1047,1682,3.5
1047,1690,2.5
1047,1721,3.0
1047,1917,1.5
1047,1921,4.0
1047,2012,2.5
1047,2021,3.5
1047,2028,4.0
1047,2105,3.0
1047,2232,4.0
1047,2288,3.5
1047,2294,4.0
1047,2470,3.0
1047,2502,4.0
1047,2617,2.0
1047,2692,3.0
1047,2761,4.0
1047,2959,4.0
1047,3052,3.0
1047,3578,3.5
1047,3698,2.0
1047,4011,3.5
1047,4226,4.5
1047,4235,3.5
1047,4993,3.5
1047,5618,3.0
1047,6016,4.5
1047,6537,2.0
1047,6934,4.0
1047,31410,4.5
1047,44191,4.5
1047,44555,4.5
1096,2,4.0
1096,150,3.0
1096,153,3.0
1096,158,4.0
1096,160,3.0
1096,165,4.0
1096,173,4.0
1096,231,4.0
1096,237,4.0
1096,239,3.0
1096,266,3.0
1096,273,3.0
1096,280,4.0
1096,292,4.0
1096,296,4.0
1096,300,4.0
1096,316,4.0
1096,318,4.0
1096,329,4.0
1096,344,3.0
1096,350,3.0
1096,364,4.0
1096,377,3.0
1096,383,4.0
1096,410,3.0
1096,427,2.0
1096,434,4.0
1096,435,1.0
1096,440,4.0
1096,454,4.0
1096,455,3.0
1096,457,4.0
1096,466,3.0
1096,480,5.0
1096,500,3.0
1096,508,3.0
1096,531,4.0
1096,539,3.0
1096,542,3.0
1096,546,4.0
1096,550,2.0
1096,551,3.0
1096,553,4.0
1096,585,4.0
1096,586,4.0
1096,588,3.0
1096,590,4.0
1096,592,3.0
1096,595,4.0
1096,596,3.0
1145,6,4.0
1145,18,3.5
1145,22,2.5
1145,70,5.0
1145,110,4.0
1145,111,5.0
1145,145,3.0
1145,150,3.0
1145,153,2.0
1145,163,4.5
1145,165,3.5
1145,198,3.0
1145,231,0.5
1145,260,2.0
1145,288,3.0
1145,293,5.0
1145,296,5.0
1145,303,3.0
1145,316,2.5
1145,318,3.0
1145,319,5.0
1145,344,0.5
1145,349,2.5
1145,364,2.5
1145,377,3.0
1145,380,3.0
1145,431,3.5
1145,457,3.0
1145,480,3.5
1145,481,3.0
1145,493,3.5
1145,500,0.5
1145,527,3.5
1145,541,5.0
1145,553,3.5
1145,562,5.0
1145,588,3.0
1145,590,2.5
1145,592,3.0
1145,593,3.5
1145,595,2.5
1145,597,2.0
1145,599,4.5
1145,608,5.0
1145,714,5.0
1145,750,5.0
1145,778,3.5
1145,780,3.0
1145,786,2.5
1145,858,5.0
1145,899,5.0
1145,903,4.5
1145,909,5.0
1145,910,5.0
1145,912,5.0
1145,923,5.0
1145,924,4.5
1145,965,4.0
1145,968,5.0
1145,1049,3.0
1145,1073,5.0
1145,1089,5.0
1145,1127,3.5
1145,1213,5.0
1145,1250,5.0
1145,1251,2.5
1145,1252,5.0
1145,1254,5.0
1145,1266,5.0
1145,1272,5.0
1145,1278,5.0
1145,1378,3.0
1145,1381,0.5
1145,1387,3.5
1145,1394,5.0
1145,1396,2.0
1145,1405,3.0
1145,1479,3.0
1145,1573,2.0
1145,1580,3.5
1145,1589,2.5
1145,1608,2.5
1145,1721,3.0
1145,1729,5.0
1145,1732,5.0
1145,1884,5.0
1145,1954,3.0
1145,1965,3.5
1145,1997,5.0
1145,2000,4.0
1145,2028,4.0
1145,2058,3.0
1145,2072,3.5
1145,2115,4.5
1145,2124,3.5
1145,2288,5.0
1145,2313,4.5
1145,2428,3.5
1145,2459,4.5
1145,2502,5.0
1145,2616,1.0
1145,2617,3.0
1145,2692,3.5
1145,2762,2.5
1145,2788,4.5
1145,2791,4.0
1145,2890,3.0
1145,2912,2.0
1145,2926,5.0
1145,2959,5.0
1145,3019,5.0
1145,3037,4.5
1145,3107,2.5
1145,3418,4.0
1145,3527,3.5
1145,3681,4.5
1145,3683,4.5
1145,3698,2.5
1145,3763,3.0
1145,4011,4.0
1145,4034,3.0
1145,4105,5.0
1145,4226,3.5
1145,4232,4.0
1145,4235,4.0
1145,4973,3.5
1145,4993,3.5
1145,5902,4.5
1145,6016,5.0
1145,6440,5.0
1145,7090,2.0
1145,8874,5.0
1145,36529,4.0
1145,38061,5.0
1145,40819,4.5
1145,45722,3.0
1145,46972,3.0
1145,48780,3.0
1145,53000,3.5
1145,53519,5.0
1145,58559,5.0
1152,70,4.0
1152,110,5.0
1152,293,4.0
1152,480,4.0
1152,524,3.0
1152,592,4.0
1152,608,3.0
1152,661,1.0
1152,858,4.0
1152,1090,4.0
1152,1127,3.0
1152,1259,5.0
1152,1374,2.0
1152,1375,2.0
1152,1376,2.0
1152,1378,4.0
1152,1587,4.0
1152,1673,3.0
1152,2000,4.0
1152,2001,3.0
1152,2105,3.0
1152,2115,1.0
1152,2160,4.0
1152,2193,4.0
1152,2291,4.0
1152,2454,3.0
1152,2657,1.0
1152,2791,5.0
1152,2989,3.0
1152,2990,3.0
1152,3104,3.0
1152,3527,4.0
1152,3698,3.0
1152,3763,3.0
1165,246,4.5
1165,265,3.0
1165,342,4.0
1165,745,4.0
1165,903,5.0
1165,1252,4.5
1165,1639,4.5
1165,1673,4.0
1165,2100,2.0
1165,2268,4.0
1165,2692,3.5
1165,4226,3.5
1344,1961,4.0
1344,1968,4.0
1344,4975,2.0
1344,5528,2.0
1364,6,3.0
1364,21,4.0
1364,163,3.0
1364,194,3.0
1364,288,3.0
1364,296,5.0
1364,377,2.0
1364,431,3.0
1364,500,3.0
1364,593,4.0
1364,597,2.0
1364,608,4.0
1364,788,3.0
1364,858,4.0
1364,899,1.0
1364,903,3.0
1364,923,3.0
1364,1089,4.0
1364,1092,4.0
1364,1213,4.0
1364,1266,5.0
1364,1370,2.0
1364,1380,1.0
1364,1394,4.0
1364,1396,3.0
1364,1499,1.0
1364,1610,3.0
1364,1721,2.0
1364,1729,4.0
1364,1732,3.0
1364,1911,3.0
1364,1918,1.0
1364,1961,3.0
1364,2023,3.0
1364,2108,3.0
1364,2302,3.0
1364,2355,4.0
1364,2701,3.0
1364,2990,2.0
1364,3114,2.0
1364,3160,5.0
1364,3578,3.0
1364,4034,4.0
1364,4326,4.0
1512,1635,4.5
1512,2064,4.0
1512,2959,5.0
1512,54272,4.0
1536,17,3.0
1536,58,5.0
1536,150,5.0
1536,318,5.0
1536,590,4.0
1536,593,5.0
1536,778,4.0
1536,805,4.0
1536,912,5.0
1536,919,5.0
1536,953,4.0
1536,1247,5.0
1536,1259,5.0
1536,1584,5.0
1536,1810,4.0
1536,1968,5.0
1536,2762,3.0
1545,466,2.0
1545,1246,4.0
1545,1372,4.0
1545,1573,3.0
1545,1917,2.0
1545,2001,1.5
1545,2011,3.0
1545,2012,3.0
1545,2021,4.0
1545,2232,4.5
1545,2291,4.5
1545,3160,5.0
1545,4226,4.0
1574,281,5.0
1574,954,5.0
1574,994,5.0
1574,1635,5.0
1574,1810,5.0
1574,1956,5.0
1574,2433,5.0
1574,2501,5.0
1574,3178,5.0
1574,30707,5.0
1624,110,3.0
1624,527,0.5
1635,11,3.0
1635,21,3.0
1635,95,3.0
1635,150,3.0
1635,153,3.0
1635,161,4.0
1635,165,3.0
1635,225,3.0
1635,231,2.0
1635,236,3.0
1635,253,3.0
1635,288,3.0
1635,292,3.0
1635,296,5.0
1635,300,4.0
1635,318,5.0
1635,339,3.0
1635,344,3.0
1635,349,4.0
1635,380,3.0
1635,410,3.0
1635,434,3.0
1635,454,4.0
1635,457,4.0
1635,588,4.0
1635,590,4.0
1635,592,3.0
1635,593,5.0
1666,315,4.5
1666,903,3.0
1666,2294,1.5
1680,318,4.0
1680,1682,3.5
1680,2502,3.5
1680,8368,5.0
1680,8874,4.5
1680,46578,5.0
1680,48385,4.5
1680,54272,2.5
1680,54503,5.0
1725,17,3.0
1725,28,3.0
1725,58,4.0
1725,110,4.0
1725,112,4.0
1725,144,3.0
1725,150,2.0
1725,153,2.0
1725,165,2.0
1725,253,3.0
1725,296,5.0
1725,316,3.0
1725,318,4.0
1725,329,3.0
1725,344,3.0
1725,345,2.0
1725,349,3.0
1725,380,3.0
1725,434,3.0
1725,457,4.0
1725,480,3.0
1725,509,3.0
1725,537,1.0
1725,588,3.0
1725,590,3.0
1725,592,3.0
1725,593,4.0
1725,595,3.0
1736,110,4.0
1736,193,1.0
1736,260,4.0
1736,805,3.0
1736,2470,3.0
1736,2959,1.0
1736,3210,4.0
1740,2,3.0
1740,3,3.0
1740,5,3.0
1740,6,3.0
1740,12,3.0
1740,16,5.0
1740,17,4.0
1740,18,2.0
1740,20,3.0
1740,21,5.0
1740,24,5.0
1740,25,5.0
1740,62,4.0
1740,65,1.0
1740,95,3.0
1740,100,3.0
1740,104,2.0
1740,110,5.0
1740,111,5.0
1740,112,5.0
1740,135,2.0
1740,141,3.0
1740,144,3.0
1740,150,5.0
1740,153,3.0
1740,162,4.0
1740,164,3.0
1740,168,3.0
1740,170,2.0
1740,180,3.0
1740,198,3.0
1740,203,3.0
1740,216,3.0
1740,223,5.0
1740,235,5.0
1740,236,3.0
1740,246,3.0
1740,253,3.0
1740,260,5.0
1740,266,2.0
1740,267,2.0
1740,276,3.0
1740,280,3.0
1740,288,3.0
1740,290,4.0
1740,293,3.0
1740,296,5.0
1740,300,4.0
1740,314,3.0
1740,318,5.0
1740,327,3.0
1740,329,4.0
1740,333,3.0
1740,337,4.0
1740,342,3.0
1740,344,2.0
1740,345,3.0
1740,348,5.0
1740,349,3.0
1740,350,3.0
1740,364,4.0
1740,377,3.0
1740,381,3.0
1740,383,3.0
1740,410,4.0
1740,428,4.0
1740,435,3.0
1740,440,4.0
1740,441,4.0
1740,454,4.0
1740,457,4.0
1740,466,3.0
1740,468,3.0
1740,475,3.0
1740,480,3.0
1740,481,3.0
1740,494,2.0
1740,500,3.0
1740,507,4.0
1740,508,5.0
1740,509,1.0
1740,524,5.0
1740,527,5.0
1740,532,4.0
1740,539,3.0
1740,540,2.0
1740,541,5.0
1740,542,3.0
1740,543,3.0
1740,551,5.0
1740,552,3.0
1740,553,5.0
1740,586,3.0
1740,587,3.0
1740,588,4.0
1740,590,4.0
1740,592,3.0
1740,593,3.0
1740,594,5.0
1740,595,4.0
1740,596,4.0
1740,597,3.0
1740,599,4.0
1740,608,5.0
1740,628,5.0
1740,637,2.0
1740,647,4.0
1740,648,3.0
1740,653,3.0
1740,661,5.0
1740,707,3.0
1740,708,3.0
1740,745,5.0
1740,750,5.0
1740,765,3.0
1740,778,5.0
1740,780,3.0
1740,783,4.0
1740,784,2.0
1740,786,3.0
1740,788,3.0
1740,802,5.0
1740,805,3.0
1740,832,4.0
1740,849,2.0
1740,858,5.0
1740,880,3.0
1740,910,5.0
1740,912,5.0
1740,916,4.0
1740,919,5.0
1740,924,5.0
1740,953,5.0
1740,968,4.0
1740,994,5.0
1740,1023,5.0
1740,1073,5.0
1740,1090,4.0
1740,1092,3.0
1740,1093,4.0
1740,1124,3.0
1740,1213,5.0
1740,1244,4.0
1740,1245,4.0
1740,1246,4.0
1740,1247,5.0
1740,1250,5.0
1740,1254,5.0
1740,1257,3.0
1740,1259,4.0
1740,1262,5.0
1740,1266,5.0
1740,1271,3.0
1740,1272,5.0
1740,1278,5.0
1740,1281,5.0
1740,1282,5.0
1740,1283,5.0
1740,1359,3.0
1740,1367,3.0
1740,1387,5.0
1740,1391,3.0
1740,1393,5.0
1740,1394,4.0
1740,1405,3.0
1740,1408,3.0
1740,1441,3.0
1740,1485,3.0
1740,1544,1.0
1740,2019,5.0
1740,5060,5.0
1783,5,2.0
1783,784,2.0
1846,2,3.0
1846,6,5.0
1846,16,3.5
1846,19,2.5
1846,24,2.5
1846,70,3.0
1846,105,3.5
1846,110,3.0
1846,111,4.0
1846,145,2.5
1846,150,3.5
1846,153,3.0
1846,158,2.5
1846,160,2.0
1846,161,3.0
1846,165,3.0
1846,173,2.0
1846,180,3.0
1846,185,2.0
1846,198,3.0
1846,215,3.5
1846,216,2.5
1846,223,4.0
1846,231,3.0
1846,235,4.0
1846,253,3.5
1846,260,5.0
1846,273,3.0
1846,288,3.5
1846,290,4.5
1846,292,3.0
1846,293,5.0
1846,296,3.5
1846,300,3.5
1846,306,4.5
1846,316,3.0
1846,317,2.5
1846,318,5.0
1846,327,2.0
1846,329,2.0
1846,344,3.0
1846,345,4.0
1846,349,3.0
1846,350,3.0
1846,364,3.5
1846,377,4.0
1846,380,3.0
1846,410,3.0
1846,434,2.0
1846,441,4.0
1846,455,2.5
1846,457,3.5
1846,466,4.0
1846,471,3.5
1846,475,4.0
1846,480,3.0
1846,509,4.5
1846,527,5.0
1846,531,3.5
1846,539,4.0
1846,541,5.0
1846,543,2.5
1846,551,4.0
1846,552,2.5
1846,588,3.0
1846,590,4.0
1846,592,4.0
1846,593,4.0
1846,594,4.5
1846,595,3.0
1846,596,4.5
1846,599,4.5
1846,608,3.5
1846,616,2.0
1846,628,3.0
1846,648,3.5
1846,653,3.0
1846,661,3.0
1846,671,4.0
1846,673,1.0
1846,745,3.5
1846,750,5.0
1846,778,4.0
1846,780,2.5
1846,783,4.0
1846,784,3.0
1846,786,2.5
1846,788,2.0
1846,802,3.0
1846,805,3.0
1846,837,2.5
1846,858,4.0
1846,903,5.0
1846,910,4.0
1846,912,3.5
1846,913,3.5
1846,919,3.5
1846,920,5.0
1846,922,5.0
1846,923,5.0
1846,924,5.0
1846,953,5.0
1846,965,3.5
1846,968,4.5
1846,1073,3.5
1846,1089,4.0
1846,1090,5.0
1846,1127,4.0
1846,1213,5.0
1846,1245,4.0
1846,1246,3.5
1846,1248,5.0
1846,1251,4.0
1846,1259,5.0
1846,1265,4.0
1846,1266,4.0
1846,1267,4.0
1846,1272,4.5
1846,1278,3.5
1846,1281,5.0
1846,1282,4.5
1846,1284,3.5
1846,1358,4.0
1846,1367,2.5
1846,1370,3.0
1846,1374,3.5
1846,1375,2.5
1846,1376,3.0
1846,1377,4.5
1846,1387,5.0
1846,1391,3.0
1846,1394,4.0
1846,1396,2.5
1846,1405,3.0
1846,1407,3.0
1846,1408,4.0
1846,1411,4.0
1846,1479,2.5
1846,1485,3.5
1846,1499,2.5
1846,1544,2.5
1846,1552,2.5
1846,1556,1.5
1846,1562,1.0
1846,1566,3.0
1846,1580,3.5
1846,1584,4.5
1846,1587,4.0
